profile_url,player_name,age,rating_3,firepower,entrying,trading,opening,clutching,sniping,utility
https://www.hltv.org/player/24179/spavaqu,"SpavaQu",22,1.17,91,34,37,89,72,91,41
https://www.hltv.org/player/20558/gafolo,"gafolo",23,1.00,27,99,82,24,62,1,87
https://www.hltv.org/player/21170/koala,"koala",20,1.22,83,41,80,42,91,0,35
https://www.hltv.org/player/21221/maxxkor,"maxxkor",23,1.10,60,24,44,42,87,92,79
https://www.hltv.org/player/21921/rdnzao,"rdnzao",22,1.11,73,93,69,74,20,0,46
https://www.hltv.org/player/22911/doc,"doc",23,1.12,88,87,62,88,38,0,65
https://www.hltv.org/player/19575/x5g7v,"X5G7V",22,1.11,63,66,35,80,56,0,86
https://www.hltv.org/player/22886/xeedo,"xeedo",18,1.12,82,75,72,63,35,0,54
https://www.hltv.org/player/23684/relaxxie,"relaxxie",21,1.12,65,77,79,42,52,0,50
https://www.hltv.org/player/23686/kashl1d,"kashl1d",19,1.18,75,28,64,58,89,93,69
https://www.hltv.org/player/24725/qw1nk1,"qw1nk1",17,1.07,53,95,55,45,46,0,49
https://www.hltv.org/player/7443/twist,"twist",31,1.09,48,88,18,45,65,0,93
https://www.hltv.org/player/16487/eraa,"eraa",24,1.14,86,11,48,73,52,93,71
https://www.hltv.org/player/22760/upe,"upE",21,1.00,27,52,24,27,45,0,74
https://www.hltv.org/player/22860/avid,"avid",23,1.17,85,73,85,48,50,0,73
https://www.hltv.org/player/23397/poiii,"poiii",19,1.20,92,67,62,93,42,1,44
https://www.hltv.org/player/2161/noktse,"Noktse",32,0.94,18,70,54,27,51,5,93
https://www.hltv.org/player/20185/cass1n,"cass1n",23,1.16,80,43,89,60,81,91,78
https://www.hltv.org/player/20607/buda,"buda",22,1.19,84,60,65,80,54,1,47
https://www.hltv.org/player/22570/tomaszin,"tomaszin",21,1.23,91,89,64,64,60,0,58
https://www.hltv.org/player/24863/timo,"timo",21,1.05,63,96,44,30,28,0,61
https://www.hltv.org/player/7964/cadian,"cadiaN",30,1.00,51,6,27,75,45,91,91
https://www.hltv.org/player/19064/spooke,"spooke",24,1.11,79,85,43,58,40,0,64
https://www.hltv.org/player/20465/arrozdoce,"arrozdoce",23,1.01,27,68,56,17,85,0,80
https://www.hltv.org/player/20878/adamb,"adamb",20,1.14,87,67,92,48,41,0,30
https://www.hltv.org/player/20994/fl4mus,"FL4MUS",21,1.16,92,57,31,81,31,7,65
https://www.hltv.org/player/15072/nin9,"nin9",27,1.10,63,14,5,77,70,83,85
https://www.hltv.org/player/18638/sk0r,"sk0R",23,1.06,82,25,42,71,26,4,47
https://www.hltv.org/player/19957/bart4k,"Bart4k",21,0.90,12,22,53,13,53,0,42
https://www.hltv.org/player/20703/xerolte,"xerolte",22,1.04,41,27,14,58,26,0,68
https://www.hltv.org/player/23402/cobrazera,"cobrazera",20,1.15,79,25,31,44,76,2,53
https://www.hltv.org/player/19962/re1gn,"Re1GN",25,1.06,66,52,78,62,35,0,25
https://www.hltv.org/player/22878/senka,"senka",20,1.00,31,61,16,69,41,0,94
https://www.hltv.org/player/22880/m1quse,"m1QUSE",18,1.07,62,65,58,30,60,0,39
https://www.hltv.org/player/23762/z1k4,"z1k4",23,1.17,84,27,59,59,72,92,68
https://www.hltv.org/player/24568/flouzer,"flouzer",18,1.14,80,77,53,43,51,1,74
https://www.hltv.org/player/5794/tabsen,"tabseN",30,1.04,51,36,9,49,78,1,78
https://www.hltv.org/player/14929/jdc,"JDC",25,1.16,91,35,33,88,44,0,29
https://www.hltv.org/player/19284/prosus,"prosus",22,1.06,75,40,55,57,48,0,27
https://www.hltv.org/player/20122/freeze,"FreeZe",27,0.85,3,61,28,9,49,0,91
https://www.hltv.org/player/22884/gr1ks,"gr1ks",20,1.31,99,14,59,73,83,96,45
https://www.hltv.org/player/11217/spellan,"SPELLAN",28,0.95,34,35,34,44,82,2,92
https://www.hltv.org/player/15385/kaluber,"KalubeR",25,1.11,81,54,78,59,51,1,56
https://www.hltv.org/player/20114/shaik,"shaiK",23,1.02,40,92,57,27,71,0,44
https://www.hltv.org/player/21371/awayken,"AwaykeN",22,1.04,50,28,69,58,59,92,60
https://www.hltv.org/player/21657/skrimo,"Skrimo",21,1.04,55,85,65,61,73,0,44
https://www.hltv.org/player/15203/reiko,"reiko",26,1.13,95,56,86,72,32,0,43
https://www.hltv.org/player/20245/samey,"SaMey",25,1.05,47,53,63,24,90,71,59
https://www.hltv.org/player/20958/bajmi,"bajmi",23,1.03,52,59,73,24,72,0,36
https://www.hltv.org/player/21263/olimp,"olimp",25,1.03,47,38,22,67,56,3,77
https://www.hltv.org/player/22703/moonwalk,"moonwalk",22,1.01,41,84,31,42,30,0,20
https://www.hltv.org/player/12937/wolfy,"WolfY",27,1.19,70,11,43,55,78,92,74
https://www.hltv.org/player/17353/cxzi,"Cxzi",25,1.15,91,53,12,89,21,0,81
https://www.hltv.org/player/18761/viz,"viz",24,1.08,71,69,38,59,28,0,62
https://www.hltv.org/player/19705/chop,"chop",23,1.05,43,53,44,24,47,0,50
https://www.hltv.org/player/22069/grizz,"Grizz",20,1.17,84,63,53,59,57,0,64
https://www.hltv.org/player/3669/innocent,"innocent",32,0.91,28,20,47,28,69,0,86
https://www.hltv.org/player/15940/sobol,"Sobol",27,0.94,27,66,41,37,60,1,35
https://www.hltv.org/player/21715/flayy,"flayy",20,1.12,76,21,86,38,88,84,52
https://www.hltv.org/player/22473/qlocuu,"Qlocuu",21,1.03,59,91,87,44,60,0,28
https://www.hltv.org/player/7028/summer,"Summer",28,1.02,47,76,37,31,39,1,93
https://www.hltv.org/player/19681/childking,"ChildKing",25,1.16,87,48,47,68,63,1,56
https://www.hltv.org/player/20808/tiger,"Tiger",22,1.08,75,14,40,79,70,93,69
https://www.hltv.org/player/21825/l1hang,"L1haNg",22,1.13,85,62,44,87,54,0,74
https://www.hltv.org/player/24304/chengking,"chengking",18,1.07,66,51,58,77,57,1,54
https://www.hltv.org/player/16723/cabbi,"Cabbi",27,0.98,47,69,43,75,53,4,43
https://www.hltv.org/player/20090/zyphon,"Zyphon",21,1.14,77,50,43,82,47,5,35
https://www.hltv.org/player/21199/mistr,"MistR",21,1.02,35,75,62,32,69,0,64
https://www.hltv.org/player/23338/beccie,"Beccie",20,1.10,46,75,77,16,87,0,43
https://www.hltv.org/player/2898/raalz,"raalz",30,0.96,28,82,48,36,50,0,95
https://www.hltv.org/player/16726/phzy,"phzy",23,1.11,74,24,46,56,78,80,73
https://www.hltv.org/player/20300/kraghen,"kraghen",23,1.08,64,40,50,61,47,0,62
https://www.hltv.org/player/20309/bnox,"bnox",25,1.07,76,23,38,64,64,0,55
https://www.hltv.org/player/22702/cej0t,"cej0t",18,1.03,52,54,28,70,47,0,43
https://www.hltv.org/player/20387/xant3r,"Xant3r",21,1.00,39,75,42,58,36,1,75
https://www.hltv.org/player/21266/1eer,"1eeR",24,1.00,49,89,56,25,60,0,81
https://www.hltv.org/player/22325/sowalio,"sowalio",21,1.05,53,55,56,48,64,0,27
https://www.hltv.org/player/22460/riskyb0b,"riskyb0b",23,1.08,67,55,62,55,46,5,72
https://www.hltv.org/player/23317/khan,"khaN",22,1.12,87,25,63,81,53,93,67
https://www.hltv.org/player/12092/max,"max",26,1.06,45,87,45,46,55,0,77
https://www.hltv.org/player/14737/meyern,"meyern",23,1.14,73,21,68,53,91,89,54
https://www.hltv.org/player/15914/luken,"Luken",28,1.21,92,38,82,63,88,0,46
https://www.hltv.org/player/20394/luchov,"luchov",24,1.06,74,77,79,82,25,0,70
https://www.hltv.org/player/22613/huasopeek,"HUASOPEEK",22,1.12,62,75,78,40,43,0,43
https://www.hltv.org/player/12781/k1to,"k1to",27,0.99,61,73,26,68,23,0,65
https://www.hltv.org/player/16705/altekz,"Altekz",22,1.05,41,59,65,29,85,0,56
https://www.hltv.org/player/22060/delle,"delle",21,1.12,85,79,93,46,45,1,52
https://www.hltv.org/player/7168/nbk,"NBK-",31,1.00,47,72,17,67,23,0,70
https://www.hltv.org/player/14176/misutaaa,"misutaaa",22,1.14,80,73,85,33,39,0,34
https://www.hltv.org/player/19738/djoko,"Djoko",28,1.19,78,37,51,52,83,0,76
https://www.hltv.org/player/21971/brooxsy,"Brooxsy",23,1.03,57,86,51,71,38,0,45
https://www.hltv.org/player/22481/chucky,"Chucky",23,1.08,33,29,69,48,90,91,64
https://www.hltv.org/player/11154/exit,"exit",29,0.96,20,77,60,15,55,0,78
https://www.hltv.org/player/13239/qikert,"Qikert",27,0.89,6,73,54,23,33,0,28
https://www.hltv.org/player/20987/brnz4n,"brnz4n",22,0.97,37,56,65,34,94,0,18
https://www.hltv.org/player/21037/insani,"insani",21,1.15,89,68,74,81,18,0,37
https://www.hltv.org/player/23192/kl1m,"kl1m",20,1.20,88,15,80,73,40,77,39
https://www.hltv.org/player/9656/hadji,"hAdji",30,1.01,51,49,83,28,59,0,43
https://www.hltv.org/player/16885/woro2k,"Woro2k",24,1.11,89,8,11,77,92,89,43
https://www.hltv.org/player/18456/fostar,"fostar",25,1.07,56,49,62,27,46,1,53
https://www.hltv.org/player/20889/7kick,"7kick",20,1.01,55,81,46,63,41,8,50
https://www.hltv.org/player/19750/drop,"drop",21,1.10,61,78,60,19,57,0,74
https://www.hltv.org/player/20026/chayjesus,"chayJESUS",24,1.08,72,50,67,74,66,0,64
https://www.hltv.org/player/20085/kauez,"kauez",22,1.02,55,91,59,76,24,0,31
https://www.hltv.org/player/20939/history,"history",21,1.00,35,8,55,33,71,76,72
https://www.hltv.org/player/21288/venomzera,"venomzera",21,1.15,64,95,46,67,58,0,47
