path,kind,sha256,source,evidence,next_action
"public/assets/country/PL.webp","artwork-other","77d5317f25821c617bc6f61481995f3afb1ce8c9829268b62887ae6d7a028498","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/country/RO.webp","artwork-other","8420731d46842c2cd863894e4536c2d78074680d86e585f04c43d1f033cafb81","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/country/RU.webp","artwork-other","26c51c5f92c6e3ae57050f221a97d408a5b66e1b307b153e29667de3a53bb47a","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/country/SE.webp","artwork-other","3a26b0ec658776a4d30fd6f4e71d8d46d97a95548f1c4d3371c0cd075e2b245a","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/country/SK.webp","artwork-other","9fd32679d1a27252571aca65a5240812dcea2529a16da598ebf896229c1c2801","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/country/TR.webp","artwork-other","d4ffc2437edee84769d7e13b35c7f76e6b76e5d1ef1bfb203227463f82cc2a3b","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/country/UA.webp","artwork-other","df47c3c0e1fd912778fd5cda8b0d1b90166eda9b6997dc8ce56a7e67040910a5","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/country/US.webp","artwork-other","8c5ce65a74e2233fec98a49385a9f53213733282937fe9dc908bda13ed618c9d","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/country/UY.webp","artwork-other","3c7f6bf31bf6bc25dd1ae581f7f8b020138fead9218df07e607c9d577215888a","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/country/VE.webp","artwork-other","d49235c3c65874a98f6bc5a696d3bc77bca21fc9b85ef3c1f00ffc8c8328870e","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/country/XK.webp","artwork-other","77f1a17e1e5630f3f58ee1df2a79157cf7b7dd88a1856ea3df7f46040ab8cf7e","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/chair_t1.png","artwork-other","f88b1a85dfd286d8a912f4c9c6aa60216490fe07ad6b78f67f8ceb53b0d0eb11","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/chair_t1.webp","artwork-other","a07f5d3bfab5d0aef9ec06edbc538e8c1725307a64a1872dca3e55df969f1fb0","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/chair_t2.png","artwork-other","02a3ae14dcd3d47e763f3e4fa28b53309b43c6c336af3947a675877247986ee3","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/chair_t2.webp","artwork-other","ef5686a969dd543abe0c9ef2afb6888663a847fabf9f0de1f73d698e4664b680","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/chair_t3.png","artwork-other","b15c597a8d044954fe23ee03d930a50e06c366fd25c49433fd0b38e90b6f138e","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/chair_t3.webp","artwork-other","47ea7db595db131b3cd58fa00c4be44946d18f77b15f593358e152460180992f","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/equipment_armor.png","artwork-other","47a6d3607314004955e34f043592023d008ba0f8d4020154cf361dfdd2f755ed","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/equipment_armor.webp","artwork-other","e3fafaaa74df4a8c56cfb95df2d9a428040a41ffff9a24f0a445e287f2e84e97","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/equipment_armor_kevlar.png","artwork-other","7a0930b57864556f98534a9e5a37b82e9275df63deb17e81896134429c79b9e3","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/equipment_armor_kevlar.webp","artwork-other","c562ef34a56410332e98b3c751aa55ab2496fe1a4d0f84481ca73c59cb9472a6","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/equipment_defuse.png","artwork-other","0bca1efc7dafab261691fbe488a0a9fae61397f4b08929b4f3597cf0999abeb6","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/equipment_defuse.webp","artwork-other","eab60efef1dfbd37d04c125f5870058ae8d3066999076303caa4c9867a9e04a1","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/headset_t1.png","artwork-other","3c53a2bf566eee96eb9c433674e688f48b378fd2ae1861901a19ce11ccf8c5d6","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/headset_t1.webp","artwork-other","90afdbe6c4d16392857e3fa82b41a06c558dcc7bf6fd7b498f5ad96ee731f4b9","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/headset_t2.png","artwork-other","230ab8b4074236ea1c3e9acf12a207b627751dc3c30aea8eb52ef7feaa7d4602","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/headset_t2.webp","artwork-other","b2a2ce2d55da171fae9fe4e680fda72d570aecdd884ca4c25b054fe6763e6faa","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/headset_t3.png","artwork-other","9ec43e8c87daec27100b8d64a59a042ed798ffdbd68837b7a1f71cb72b5dd377","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/headset_t3.webp","artwork-other","a2138c9fa218f33e1b95c30f46875d699a1b3763ddf0b39e7dfdd9bcb10e6eca","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/keyboard_t1.png","artwork-other","6cd31780846d2900f929488ff4d0bd8df8796fe20cfc7b59c130cb7a87ae4785","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/keyboard_t1.webp","artwork-other","92343cdb9e3d291c9796ce330cdc1b0f0d43f7bfa3dcef4ef5d9eb6cf23fabca","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/keyboard_t2.png","artwork-other","04a0d30855c5c841c175c1c1734bac9adeb0cfde99586c647e2b741687e7d3e6","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/keyboard_t2.webp","artwork-other","c5e25f87a0ac33c7a7c4fb3e7c5a7ddfaa93d726dc8c4eb5868f4fa86d1ad39e","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/keyboard_t3.png","artwork-other","f75407b755efcf50efb5ea74ef5e61cafddeae630ec79282cde723efd100f062","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/keyboard_t3.webp","artwork-other","c205c21aa8b46f318f6cd697e67fdd25d7929f2b32f1a2b511c59e1c3e7a4b26","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/monitor_t1.png","artwork-other","2f3936196d91679bb9db5ed8ab95e7ea334fe2a3254ad18903ee008a599b44c5","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/monitor_t1.webp","artwork-other","3a1ca468842285f6a6f207c43bf19add203505ddb620efd6d853e3971e902ba6","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/monitor_t2.png","artwork-other","cc9c0a2db72abbf00801e25a34a0f0b88f16ada53fbaea699e7d3e8573c59e5f","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/monitor_t2.webp","artwork-other","b0a448d76e836898e624c3e4e9e9194827ce0d1ee2b9c1ccc3100ab01959be94","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/monitor_t3.png","artwork-other","610bb6d38591e2628a8212ff7e330cedc06f2bcd889380af00fdef8e11cb3b04","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/monitor_t3.webp","artwork-other","2193285d2b1ccee6f2fa7bbc1522fe122cc4a85c8cdb45bdeccb503b43b24a45","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/mouse_t1.png","artwork-other","d5cb085990503e644d42a3f3a2322bf942197d1c3c243ed702bab6608ec17581","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/mouse_t1.webp","artwork-other","ef5b851ed93fef3ce171edea89fb1dee6b1ec1fab6924227a381cf261216b61b","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/mouse_t2.png","artwork-other","4005d6bb8e77b7e7d7b329e7020f538ee716c7a30fef108ba6da67207ec51bba","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/mouse_t2.webp","artwork-other","fc1b5278228b1b3fe3e7ff5318b578f39d919adbff747206e4290e44fe6f2667","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/mouse_t3.png","artwork-other","c3f3d9f39d7dfda8b02ea1d13a1370c04b441f06741d0882609c699a04d5432e","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/mouse_t3.webp","artwork-other","9298af93e21b1a411721a1eefdebace3513ab0877f8bf2dd987e75b3e18b7f29","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/pc_t1.png","artwork-other","6c0aa5339d445e6acd9d33a554afd956a3c3a8a85ea65f6f9a639d048627de5d","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/pc_t1.webp","artwork-other","bdf163235c560bf262e244bab735772783fd1ba50c54c044d795bee4f6d317da","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/pc_t2.png","artwork-other","dc6cc7c9cfdba6310f3ecf6e27e307d0b0455e720a8027faad929136f2637282","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/pc_t2.webp","artwork-other","3733acdbe36774280392c3375a130d1f4f3ccd102e8b10573d1c1e79a427f833","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/pc_t3.png","artwork-other","13625d10a75b43feb4b76d7ff16444de5cf8d2bc8c2c9b221c4a668c724cb257","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/equipment/pc_t3.webp","artwork-other","f956f7b571e2f7309008f397edd2a9124a61a47f3593cff588f292323ea77030","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/events/ace.png","artwork-other","50c76a49f99d1a4411fbd28909f6d5010fb0a9ea3f5ecb69424654ab1566896e","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/events/ace.webp","artwork-other","ceb2521cd807d81985cbd072c99e25c03b951be0e6f7c99dcaa55d902805bae7","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/events/clutch.png","artwork-other","9b32f93a8339c0d811900dc64d276e49709101747b2ef4e1002988569c397b72","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/events/clutch.webp","artwork-other","6b7a60f5089230fca18bcfe5fa496fb4cc78fc7d10f018d2cb1880345613fd4a","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/events/defuse.png","artwork-other","94eddc24e3ae38dbb4e09d42df0b5cb2c524f5ca80ba9a0b98fe7f1850e522e8","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/events/defuse.webp","artwork-other","269c97ed8d73b6da872693685971efa92320bdb62300e4603723b4c22c94ea77","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/events/headshot.png","artwork-other","3e42f0437c37790f3db522ad19ac3f50c7d0228dbdc5bd70247d36c2aa3f3714","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/events/headshot.webp","artwork-other","3c8079d033de4864ce7296a45ddb23f391c147e3497ff41e2155ba72cbc2f7c1","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/facilities/fan-zone.png","artwork-other","d0896d54fda0eb0d17edbb068b49223bddc3ee3ae30ee06f2046b811e5e6df31","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/facilities/fan-zone.webp","artwork-other","c33976fdf656982ec5b85f2a7efa604fe8dda6328b13fdcea2430bd9456de2c1","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/facilities/hq-overview.png","artwork-other","947d2025925fa7ebcf7fb0cf3290bb507ad5593529f940ffb033a0d2497c5b8f","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/facilities/hq-overview.webp","artwork-other","6b774461271e3ffff75b5e90c42355f94b4be181ad0861ba5d7b5d22ef1989c7","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/facilities/recovery-hub.png","artwork-other","3b938e527deacb1662e0270f2b887da8b4f522d55f0f9a2fb6c45b5f0e4cfed6","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/facilities/recovery-hub.webp","artwork-other","57901f11b8463253274754c797c7703a8628b5ffbae0e612690b143f702d850f","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/facilities/tactical-suite.png","artwork-other","587206a476c720d81c2d136151c2c1a38d636f2c38e35322608a74fdc008a72b","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/facilities/tactical-suite.webp","artwork-other","83065666c7b7596db84a27013d413a5da92d0ce9e5559ba0fcff01e70f893fff","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/facilities/training-room.png","artwork-other","5bf8a157ea9bebc541d65ab4560da66f9527b35fab55afbbaaab6039e672e075","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/facilities/training-room.webp","artwork-other","aee2ba64dcce85159c16c82c49e6189ab8b2e0f4f2ba583a861c99aff25227b0","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/ar.svg","artwork-other","0828d651a95f39cea1e5d9d2ee30ec4dbcf55d70bdea39c89ec80c83226ad86d","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/au.svg","artwork-other","b826e039804d5cf313bd7e22a40ea2239e8e22ddba7c19a8787dfaad1dda71aa","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/ba.svg","artwork-other","1c83a2cf7e8366afb9d724f896902ec46a722739538349d6f41b0953d47f171f","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/be.svg","artwork-other","95933c385c9e72479ec7e63f6cbca50d07695fd2e41fab334ea549c20b234fd1","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/bg.svg","artwork-other","829c1f5f6f403632fd4710b8b7f3a313408e5285e4540af97950408ff9a5abfe","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/br.svg","artwork-other","e0215eff9f53b0236db885963ac45d6baea52e10ce33ceafdbe0eb1820d21160","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/by.svg","artwork-other","2af1ac1ecbfda4690e8b1b076def28e384aa69cbf5004ee37cef43665fd6e4f6","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/ca.svg","artwork-other","3cd6c2b9fe12bc0617ef4374b570ad87920bae757a95b104384fc301352c6942","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/ch.svg","artwork-other","a5ec3bbf0f3e686ea05ae17f51e8f3a287ad332217b679bbd393842b7d427859","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/cl.svg","artwork-other","ca4d50dcf36926c82f02b895975f351a639b0aa1b91bb6ef776f4f07f225cc34","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/cn.svg","artwork-other","ce797608958527808601798df00691aced6120bd600c0624161230020229dc99","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/cz.svg","artwork-other","5f4ba801f6715e2d29f8b88f785bfc77a0dc1455a0f649626ad9a0cc66cd6df2","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/de.svg","artwork-other","595d7718f6a22e5ea9de0cbbcabd857ac1892f4a6c81beb1ef936050193d9323","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/dk.svg","artwork-other","eb4ea9929e6491fd0444ea5da5b9a19dda089a2ac758ad63956cfbcc7fa81cc3","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/ee.svg","artwork-other","a880630e92f27af0f8f183023a98ed1e9fcee60a9dbcf721d0630fec5189ed36","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/es.svg","artwork-other","d672868d51fc5b4f2d76f510c9360a4401bdb3ca805349bd04cb4ba277d5b379","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/fi.svg","artwork-other","5d1ab833fc8f13fd2474b99286d063f2bcd4332cf859063841788f908656aa14","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/fr.svg","artwork-other","09645c97a47436337d63cd54625200542c65e0e1c83b774a58c9d28d0555b0e7","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/gb.svg","artwork-other","42f04826dd7a76e4ecdc9a55fb4a774a26e03a425ca1363628bb1c6f6ea1a87e","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/ge.svg","artwork-other","dfba0d29f581ff00c2e46b69cc90e0e9ff6371ab92fbe300664f6622f7ca0355","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/hk.svg","artwork-other","4c7cbced68ee586af8b3d73a8d8a8c404deaa271da7204eb2afe5c1b070972eb","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/hk.webp","artwork-other","7f0c01a5266e602bd8b8fbb2d92326915c311f673c7bce07c5e02724abd36b73","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/hr.svg","artwork-other","fa44157809f7739aabca54f3e27dfb1d7409ef17afe6ac18dd39294f124e205a","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/hu.svg","artwork-other","2025b7ca34eac130a257abc189273adb73f5749cb0eb7c5c6d865d433d842e0b","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/id.svg","artwork-other","b9d9dea991a06a1211e93e8fa33adc6035ede25d07dc6e98cf97cc57fd94a340","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/il.svg","artwork-other","9e884f0c6d1001f8de2b478d3de9582f93fbbd9badcb31e3f52fefa3974ebc75","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/is.svg","artwork-other","b14a90783cbe55b65c663efb67e1c235389f46d60d9601d28b36773016d520e2","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/jo.svg","artwork-other","fb2b2896420258e37d2e27a1d07c6488b5ff14a587edfbe7c4153f93042b8424","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/kz.svg","artwork-other","71a7d90e17ae74f6bf9572d9560b83d2d6ca047482fe2a229b770c67338f3848","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/lb.svg","artwork-other","2c69b33a241e21c003113bae58fda58a08113e265a94262f6d0de39277876462","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/lt.svg","artwork-other","9743f780184a60fc75a312b34151ff1a2699e0bf0d456eb91dcbae0472b4d566","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/lu.svg","artwork-other","23c57bfe462e31f5655923c458bc77769dc62679e69750f6bf96371f62287f70","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/lv.svg","artwork-other","470445d5df6d4ff5e51e0fe120a78ad2e416b86476efdf09cf921d43806fde03","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/mk.svg","artwork-other","72a37e581f614d791fa6d88831d06c56a0f757e5a596d8fc1189b0d8147cfda6","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/mn.svg","artwork-other","4f89f928fbfa245916b324dc272363ab12dba689814a9d2112023205e8e69baf","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/mx.svg","artwork-other","baa6f7163f307c16a5d3e36c83a09fe46adbe16adfa866d4bb2d750a79d96b92","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/nl.svg","artwork-other","2f7463573cdc3a0f7760c18459a3280d9272d1e6b2060909f12b95644e4fd545","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/no.svg","artwork-other","0d4b9a52f0a6bd264258baac791b39910a895bb6ca06f63477fa823a262febdc","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/nz.svg","artwork-other","aa29843a365d4eb21d35932172232d7d591a35fc51ac95c040c356f0f16c447e","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/ph.svg","artwork-other","d554297356ab66a5061df4c73c3bb293381875d86175fa0508f7ac4f035eb721","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/pl.svg","artwork-other","da6d9e34f2007194b0082d4caac04d1744b7b27fc40098747d4bc62e0d5a5bb2","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/pt.svg","artwork-other","f60337f226fba6b695f54222f63b354920b1ecb4a0ff27f16bd49983f345f4c7","No item-specific permission located","","Locate original creator/license or replace with documented original content"
"public/assets/flags/ro.svg","artwork-other","20c8e69585273d35ba38fe2cae0d0201445a3b410c9589f4f7053316662482e3","No item-specific permission located","","Locate original creator/license or replace with documented original content"
